Id,Movie,Studio Dirty,Studio,Domestic Box Office,Opening Weekend Box Office,Max Theater Count
632,Miss Stevens,TheOrchard,The Orchard,"$4,611 ","$2,451 ",2
633,The Automatic Hate,FilmMove…,Film Movement,"$4,603 ","$2,346 ",3
634,Search Party,FocusWorld,Focus World,"$4,571 ","$3,073 ",10
635,Synchronicity,Magnolia…,Magnolia Pictures,"$4,505 ","$2,859 ",5
636,On Meditation,KinoLorber,Kino Lorber,"$4,322 ",$0 ,2
637,Auto Shop of Horrors,DrivingW…,Driving With our Eyes Shut,"$4,300 ",$0 ,1
638,Breaking a Monster,Abramoram…,Abramorama Films,"$4,212 ","$1,302 ",1
639,Among the Believers,FirstRun…,First Run Features,"$4,189 ","$1,900 ",1
640,I Don't Belong Anywhere: The Cinema of Chantel …,IcarusFilms,Icarus Films,"$4,069 ",$389 ,2
641,Coming Through the Rye,EammonFi…,Eammon Films,"$4,000 ","$4,000 ",1
642,The Hollow,Uncorkd…,Uncork'd Entertainment,"$3,755 ","$2,848 ",12
643,The Last Film Festival,Monterey…,Monterey Media,"$3,558 ",$70 ,5
644,Mi America,Industria…,Industrial House Films,"$3,330 ","$3,330 ",1
645,Burning Bodhi,Monterey…,Monterey Media,"$3,289 ","$1,474 ",10
646,En equilibre,DistribF…,Distrib Films,"$3,144 ",$809 ,2
647,Best and Most Beautiful Things,FirstRun…,First Run Features,"$3,016 ","$1,591 ",2
648,Hooligan Sparrow,TheFilm…,The Film Collaborative,"$3,000 ",$0 ,1
649,A Kind of Murder,Magnolia…,Magnolia Pictures,"$2,915 ",$978 ,3
650,The Professor: Tai Chis Journey West,FirstRun…,First Run Features,"$2,852 ","$1,744 ",1
651,White Lies,ArtMattan…,Art Mattan Films,"$2,760 ","$1,740 ",2
652,Mekong Hotel,Strand,Strand,"$2,502 ",$999 ,3
653,Homeland: Iraq Year Zero,KinoLorber,Kino Lorber,"$2,491 ",$560 ,1
654,Ek Hazarachi Note,KinoLorber,Kino Lorber,"$2,404 ","$1,697 ",1
655,Memoria,Monterey…,Monterey Media,"$2,242 ",$47 ,6
656,Vigilante Diaries,AnchorBa…,Anchor Bay Entertainment,"$1,991 ","$1,650 ",2
657,Skiptrace,SabanFilms,Saban Films,"$1,792 ","$1,202 ",1
658,A Beautiful Now,Monterey…,Monterey Media,"$1,714 ",$148 ,4
659,Au nom de ma fille,DistribF…,Distrib Films,"$1,623 ",$0 ,2
660,Hyena Road,SamuelGo…,Samuel Goldwyn Films,"$1,430 ","$1,430 ",10
661,A Small Good Thing,KinoLorber,Kino Lorber,"$1,196 ","$1,196 ",2
662,Yalom's Cure,FirstRun…,First Run Features,"$1,164 ",$684 ,1
663,Misfortune,Gunnison…,Gunnison Galaxy,$903 ,$0 ,1
664,Officer Downe,Magnolia…,Magnolia Pictures,$850 ,$470 ,2
665,La prochaine fois je viserai le coeur,DistribF…,Distrib Films,$815 ,$310 ,1
666,L'etudiante et Monsieur Henri,DistribF…,Distrib Films,$761 ,$486 ,1
667,Eperdument,DistribF…,Distrib Films,$675 ,$390 ,2
668,Green is Gold,SamuelGo…,Samuel Goldwyn Films,$455 ,$273 ,1
669,Des nouvelles de la planète Mars,KinoLorber,Kino Lorber,$310 ,$24 ,1
670,Satanic,Magnolia…,Magnolia Pictures,$252 ,$205 ,3
